name,mandal,year,age,area,community,cooptmember,edu,electioncat,occupation,party,pparty,president,sex,vp,vpparty
G.Ramalakshmi,Uravakonda,2006,52,Uravakonda 8,BC-B(Thogata),,5th Class,,Weaving,INC,,,F,,
Ediga Umadevi,Uravakonda,2006,33,Uravakonda 9,,,7th class,BC(W),Weaving,INC,,,F,,
Desai Purushotham,Uravakonda,2006,47,Veligonda,OC(Lingayath),,SSC fail,,Farmer,INC,,,M,,
Kumbaganta Sivalingappa,Vajrakarur,2006,34,Chabala,,,,UR(G),,INC,,,M,,
Narayanaswamy,Vajrakarur,2006,44,Chayapuram,,,4th Class,UR(G),,INC,,,M,,
Mallamma,Vajrakarur,2006,29,Gadehothur,,,,SC(W),,INC,,,F,,
Sailaja,Vajrakarur,2006,39,Gulapalem,,,SSC,UR(G),,INC,,,F,,
Kondajugula Sreeramulu,Vajrakarur,2006,,Konakondla 3,,,,SC(G),,INC,,,Male,,
Radhamma,Vajrakarur,2006,28,Konakondla 1,,,5th class,BC(W),,INC,,,F,,
T.Ramaneneyulu,Vajrakarur,2006,39,Konakondla 2,,,6th class,BC(G),,INC,,,M,,
Seethamma,Vajrakarur,2006,28,P.C.Pyapili,,,,ST(W),,INC,,,F,,
Poliki Nagaraju,Vajrakarur,2006,28,Pandikunta,,,,SC(G),,INC,,,M,,
Sankaramma,Vajrakarur,2006,37,Ragulapadu,,,SSC,UR(W),,TDP,,,F,,
Ramanjaneyulu,Vajrakarur,2006,28,Thatrakal,,,BA,BC(G),,INC,,,M,,
Gopi Suvarnamma,Vajrakarur,2006,42,Vajrakarur 1,,,,UR(W),,INC,,,F,,
Usuf Vali,Vajrakarur,2006,34,Vajrakarur 2,,,5th class,BC(G),,INC,,,M,,
M.Lathamma,Vajrakarur,2006,44,Venkatampalli,,,7th class,BC(W),,INC,,,F,,
P.Hemalatha,Vidapanakal,2006,22,Palthur 1,,,10 th class,BC(W),Agriculture Labour,INC,,,F,,
P.Maheswara Gowd,Vidapanakal,2006,36,Palthur 2,,,Inter,UR(G),Agriculture,INC,,,M,,
V.Aruna,Vidapanakal,2006,22,Donekal,BC(W),,10th class,UR(W),Agriculture,INC,,,F,,
K.Sivappa,Vidapanakal,2006,47,Gadekal,,,,BC(G),Agriculture,INC,,,M,,
M.Lakshmi Devi,Vidapanakal,2006,28,Hachanahal,,,9th class,UR(W),Agriculture,INC,,,F,,
S.Polamma,Vidapanakal,2006,31,Havaligi 1,,,10th class,SC(W),Agriculture Labour,INC,,,F,,
K.Sivasankaramma,Vidapanakal,2006,49,Havaligi 2,,,1st class,BC(W),Agriculature,INC,,,F,,
K.Garinti Thimmappa,Vidapanakal,2006,40,Karakamukkala,,,10th class,BC(G),Agriculture,INC,,,M,,
G.Ravindra,Vidapanakal,2006,31,P.Kottalapali,,,10th class,UR(G),Agriculture,TDP,,,M,,
D.Hajimalang Baba,Vidapanakal,2006,45,Poloki,,,BSC,BC(G),Agriculture,TDP,,,M,,
H.Veerabadri,Vidapanakal,2006,41,Undabanda,,,1st class,SC(G),Agriculture Labour,TDP,,,M,,
D.Aswatha Reddy,Vidapanakal,2006,47,V.Kothakota,,,10th class,UR(G),Agriculture,TDP,,,M,,
K.Paramesappa,Vidapanakal,2006,39,Velpumadugu,,,BA,BC(G),Agriculture,TDP,,,M,,
V.Venkata Ramana Reddy,Vidapanakal,2006,43,Vidapanakal,,,INTER,UR(G),Agriculture,INC,,,M,,
S.Lakshmi Reddy,Yadiki,2006,43,23/2 Nittur,,,5th Class,UR(G),Cultivation,TDP,,,M,,
Jaladurgam Ramanjanaeyulu,Yadiki,2006,38,Chandana,,,5th Class,BC(G),Cultivation,INC,,,M,,
Lakku Chedravathi,Yadiki,2006,40,Kamalapadu,,,5th Class,UR(W),Cultivation,INC,,,F,,
Gurrala Ramachendrudu,Yadiki,2006,43,Konuppalapadu,,,,BC(G),Cultivation,INC,,,M,,
B.Bhaskar,Yadiki,2006,32,Nagarur,,,5th Class,BCG),Cultivation,INC,,,M,,
Modiyam Thirunatha Reddy,Yadiki,2006,23,Puppala,,,10th Class,UR(G),Cultivation,INC,,,M,,
Allapur Ramanjaneyulu,Yadiki,2006,21,Rayalacheruvu 1,,,Degree,UR(G),Cultivation,INC,,,M,,
Murali Chandrakalavathi,Yadiki,2006,22,Rayalacheruvu 2,,,,BC(W),Cultivation,INC,,,F,,
V.K.Aruna,Yadiki,2006,,Vemulapadu,,,,UR(G),,Independent,,,Female,,
Bala Ananthamma,Yadiki,2006,54,Yadiki 1,,,9th class,BC(W),House wife,INC,,,F,,
P.Balachowdaiah,Yadiki,2006,65,Yadiki 2,,,,UR(G),Cultivation,CPI,,,M,,
G.Obaiah,Yadiki,2006,26,Yadiki 3,,,Degree,SC(G),Cultivation,INC,,,M,,
V.Parvathamma,Yadiki,2006,49,Yadiki 4,,,,UR(W),Cultivation,INC,,,F,,
R.Lakshmamma,Yadiki,2006,29,Yadiki 5,,,,SC(W),Cooli,INC,,,F,,
M.Yashoda,Yellanur,2006,37,Boppepalli,,,7th Class,UR(W),,INC,,,Female Agrl.,,
P.Venugopal Naidu,Yellanur,2006,32,Chilamakur,,,,UR(G),Agrl.,TDP,,,Male,,
N.Ramanaidu,Yellanur,2006,46,Goddumarri,,,10 th class,UR(G),Agrl.,INC,,,Male,,
Kothapalli Adenna,Yellanur,2006,35,Kallur,,,,SC(G),Agrl.,INC,,,Male,,
K.Prameelamma,Yellanur,2006,30,Mallagundla,,,6th class,BC(W),,INC,,,Female Agrl.,,
Harijana Venkatamma,Yellanur,2006,39,Peddamallepalli,,,,SC(W),,INC,,,Female Agrl.,,
Araveti Radha,Yellanur,2006,33,Thimmampalli,,,10 th class,UR(W),,INC,,,Female Agrl.,,
M.Sulochanadevi,Yellanur,2006,37,Vennapusapalli,,,5th Class,BC(G),,CPI,,,Female Agrl.,,
D.Ramulamma,Yellanur,2006,38,Yellanur 1,,,5th Class,UR(G),,TDP,,,Female Agrl.,,
N.Yangamma,Yellanur,2006,60,Yellanur 2,,,,BC(G),,INC,,,Female Agrl.,,
