year,electedas,name,party,ac,pc,mandal,area,ward,age,community,edu,electioncat,occupation,sex,tot,votes
2006,ZPTC,P.Nagireddy,INC,,Anantapur,Kanekal,,,42.0,Kapu,Intermediate,UR,,M,,
2006,ZPTC,Ramanna,TDP,,Anantapur,Kalyandurg,,,54.0,Boya,,UR,,M,,
2006,ZPTC,Rama Mohan,TDP,,Anantapur,Kambadur,,,39.0,Kamma,B.Com,UR,,M,,
2006,ZPTC,Rajagopal,INC,,Anantapur,Kundurpi,,,27.0,Madiga,5th Class,SC,,M,,
2006,ZPTC,Rajasekhar Reddy,INC,,Anantapur,Rayadurg,,,45.0,Kapu,SSC,UR,,M,,
2006,ZPTC,Padamati Lingamaiah,TDP,,Anantapur,Settur,,,47.0,Boya,6th Class,BC,,M,,
2014,ZPTC,M.Venugopal,TDP,,Anantapur,Ananthapuramu Rural,,,,,,UR,,,,
2014,ZPTC,H.Kullayappa,YSRCP,,Anantapur,Atmakur,,,,,,SC,,,,
2014,ZPTC,K.Ramalinga Reddy,TDP,,Anantapur,B.K.Samudram,,,,,,UR,,,,
2014,ZPTC VC,Madineni Subhasini,TDP,,Anantapur,Beluguppa,,,,,,UR(W),,,,
2014,ZPTC,Kondapuram Vani,TDP,,Anantapur,Bommanahal,,,,,,BC(W),,,,
2014,ZPTC,Kuruba Gangamm,TDP,,Anantapur,Bramhasamudram,,,,,,BC(W),,,,
2014,ZPTC,H.Padmavathi,TDP,,Anantapur,D.Hirehal,,,,,,SC(W),,,,
2014,ZPTC,C. Vishalakshi,TDP,,Anantapur,Garladinne,,,,,,UR(W),,,,
2014,ZPTC,Praveen Kumar. N,YSRCP,,Anantapur,Gooty,,,,,,UR,,,,
2014,ZPTC,Boya Nagaraju,TDP,,Anantapur,Gummagatta,,,,,,BC,,,,
2014,ZPTC,N.Mathru Naik,TDP,,Anantapur,Guntakal,,,,,,ST,,,,
2014,ZPTC,H.D.Kolla Purappa,TDP,,Anantapur,Kalyandurg,,,,,,SC,,,,
2014,ZPTC,Rama Mohan,TDP,,Anantapur,Kambadur,,,,,,UR,,,,
2014,ZPTC,Sharada,TDP,,Anantapur,Kanekal,,,,,,SC(W),,,,
2014,ZPTC,P. Meri Nirmalamma,YSRCP,,Anantapur,Kudair,,,,,,UR(W),,,,
2014,ZPTC,K. Mallikarjuna,TDP,,Anantapur,Kundurpi,,,,,,BC,,,,
2014,ZPTC,Alam. Shiresh,TDP,,Anantapur,Narpala,,,,,,UR(W),,,,
2014,ZPTC,Ramavath Jaya Lakshmi,TDP,,Anantapur,Pamidi,,,,,,ST(W),,,,
2014,ZPTC,Gorla. Krishnakumari,TDP,,Anantapur,Peddapappur,,,,,,UR(W),,,,
2014,ZPTC,M.Chithambara Reddy,YSRCP,,Anantapur,Peddavadugur,,,,,,UR,,,,
2014,ZPTC,Jangampalli. Nallamma,YSRCP,,Anantapur,Putlur,,,,,,BC(W),,,,
2014,ZPTC,G.V.Vijayakumar,YSRCP,,Anantapur,Rayadurg,,,,,,BC,,,,
2014,ZPTC,Kuchi Kavitha,TDP,,Anantapur,Settur,,,,,,BC(W),,,,
2014,ZPTC,Ammaladinne Salini,TDP,,Anantapur,Singanamala,,,,,,UR(W),,,,
2014,ZPTC,K.Savithri,TDP,,Anantapur,Tadipatri,,,,,,SC(W),,,,
2014,ZPTC,Lalitha,YSRCP,,Anantapur,Uravakonda,,,,,,SC(W),,,,
2014,ZPTC,Nancherla. Indiramma,YSRCP,,Anantapur,Vajrakarur,,,,,,SC(W),,,,
2014,ZPTC,Singadi. Thippaiah,YSRCP,,Anantapur,Vidapanakal,,,,,,SC,,,,
2014,ZPTC,"Vennapusapalli Venkata Rami 
Reddy",YSRCP,,Anantapur,Yadiki,,,,,,UR,,,,
2001,MPTC,S Premela,CPI,,Anantapur,Ananthapuramu Rural,Rudrampeta,,,,,,,,,
2001,MPTC,A Narasimhudu,TDP,,Anantapur,Ananthapuramu Rural,Chiyyedu,,,,,,,,,
2001,MPTC,G Adeamma,INC,,Anantapur,Ananthapuramu Rural,Rachanapalli,,,,,,,,,
2001,MPTC,C Maillikarjuna,CPI,,Anantapur,Ananthapuramu Rural,Kandukur,,,,,,,,,
2001,MPTC,Gandala Adinarayana,INC,,Anantapur,Ananthapuramu Rural,Katiganikalva,,,,,,,,,
2001,MPTC,B Kullayappa,TDP,,Anantapur,Ananthapuramu Rural,Uparapalli,,,,,,,,,
2001,MPTC,Gantla  Venkataramanamma,INC,,Anantapur,Ananthapuramu Rural,Akuthotapalli,,,,,,,,,
2001,MPTC,P Sharma Devi,TDP,,Anantapur,Ananthapuramu Rural,Kodimi,,,,,,,,,
2001,MPTC,Ragi Narayanamma,INC,,Anantapur,Ananthapuramu Rural,Kurugunta,,,,,,,,,
2001,MPTC,K Thimma Naidu,TDP,,Anantapur,Ananthapuramu Rural,Ananthapuramu Rural,,,,,,,,,
2001,MPTC,Kanta Muralimohan,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 1,,,,,,,,,
2001,MPTC,Makala Venugopal,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 2,,,,,,,,,
2001,MPTC President,Alamuru Sreenivas Reddy,INC,,Anantapur,Ananthapuramu Rural,Alamur,,,,,,,,,
2001,MPTC,O Chinna Krishna Reddy,TDP,,Anantapur,Ananthapuramu Rural,Maneela,,,,,,,,,
2001,MPTC,K Venkateswarlu,TDP,,Anantapur,Ananthapuramu Rural,Somuladoddi,,,,,,,,,
2001,MPTC,M Nagesh,INC,,Anantapur,Atmakur,Talupur,,,,,,,,,
2001,MPTC,Obulesh,INC,,Anantapur,Atmakur,P Yaleru,,,,,,,,,
2001,MPTC,Guggla Narayanamma,INC,,Anantapur,Atmakur,Atmakur 2,,,,,,,,,
2001,MPTC,K B Pedda Anjaneyulu,INC,,Anantapur,Atmakur,Sanapa,,,,,,,,,
2001,MPTC,Maddimene Kakshmidevi,TDP,,Anantapur,Atmakur,Thopudurthi,,,,,,,,,
2001,MPTC,Kristamma,INC,,Anantapur,Atmakur,Madigubba,,,,,,,,,
2001,MPTC President,Pillala Eswaraiah,INC,,Anantapur,Atmakur,Atmakur 1,,,,,,,,,
2001,MPTC,Gunde Akulanna,INC,,Anantapur,Atmakur,Muttala,,,,,,,,,
2001,MPTC,Narasimhulu,INC,,Anantapur,Atmakur,Goridindla,,,,,,,,,
2001,MPTC,P Venkatarathanam,INC,,Anantapur,B.K.Samudram,B Kothapalli,,,,,,,,,
2001,MPTC,Ninavathi Laxmi Bai,TDP,,Anantapur,Beluguppa,Beluguppa 2,,,,,,,,,
2001,MPTC,Mala Sunitha,INC,,Anantapur,Beluguppa,Kalvapalli,,,,,,,,,
2001,MPTC,N Thippanna,INC,,Anantapur,Beluguppa,Sreerangapuram,,,,,,,,,
2001,MPTC,B Sivalingamma,INC,,Anantapur,Beluguppa,Duddekunta,,,,,,,,,
2001,MPTC,Boya Lepakshi,INC,,Anantapur,Beluguppa,Narasapuram,,,,,,,,,
2001,MPTC,Sanjanna,INC,,Anantapur,Beluguppa,Ankampalli,,,,,,,,,
2001,MPTC,K Nirmala,INC,,Anantapur,Beluguppa,Beluguppa 1,,,,,,,,,
2001,MPTC,Kumathi Suvarnamma,INC,,Anantapur,Beluguppa,Ramasagaram,,,,,,,,,
2001,MPTC,Amithineni Anand,TDP,,Anantapur,Beluguppa,Seeripi,,,,,,,,,
2001,MPTC,Andro Narayana Swamy,TDP,,Anantapur,Beluguppa,Thagguparthi,,,,,,,,,
2001,MPTC President,Pujari Yerri Swamy,INC,,Anantapur,Beluguppa,Gangavaram,,,,,,,,,
2001,MPTC,Harmoniyam Anumayya,TDP,,Anantapur,Bommanahal,Govindawada 2,,,,,,,,,
2001,MPTC,Konakondala Shanthamma,TDP,,Anantapur,Bommanahal,D Honnur,,,,,,,,,
2001,MPTC,Y Chennappa,TDP,,Anantapur,Bommanahal,Bonduru,,,,,,,,,
2001,MPTC,Raketlappa,INC,,Anantapur,Bommanahal,Singanahalli,,,,,,,,,
2001,MPTC,Kavali Chandra Sekhar,TDP,,Anantapur,Bommanahal,Govindawada 1,,,,,,,,,
2001,MPTC President,R Pushpa Latha,TDP,,Anantapur,Bommanahal,Unthakal,,,,,,,,,
2001,MPTC,Oankaramma,TDP,,Anantapur,Bommanahal,Kuruvalli,,,,,,,,,
2001,MPTC,K. Mallikarjuna,TDP,,Anantapur,Bommanahal,Bommanahal,,,,,,,,,
2001,MPTC,Vannurappa,TDP,,Anantapur,Bommanahal,Bollanaguddam,,,,,,,,,
2001,MPTC,P Maruthi Prasad,INC,,Anantapur,Bommanahal,Kolaganahalli,,,,,,,,,
2001,MPTC,B Indira,INC,,Anantapur,Bommanahal,Vadderi,,,,,,,,,
2001,MPTC,K Krishna,TDP,,Anantapur,Bommanahal,Sreedaragatta,,,,,,,,,
2001,MPTC,Yelama Raja,INC,,Anantapur,Bramhasamudram,West Kodipalli,,,,,,,,,
2001,MPTC,Govindamma,INC,,Anantapur,Bramhasamudram,Vepulaparthi,,,,,,,,,
2001,MPTC,Ratnamma,INC,,Anantapur,Bramhasamudram,Kannepalli,,,,,,,,,
2001,MPTC,Lokesh,INC,,Anantapur,Bramhasamudram,Byravanithippa,,,,,,,,,
2001,MPTC,Suvarnamma,TDP,,Anantapur,Bramhasamudram,Theetakalllu,,,,,,,,,
2001,MPTC,Kamalamma,INC,,Anantapur,Bramhasamudram,S Kondapuram,,,,,,,,,
2001,MPTC,K.Lokanatha Reddi,INC,,Anantapur,Bramhasamudram,Pillalapalli,,,,,,,,,
2001,MPTC,Rajanna,TDP,,Anantapur,Bramhasamudram,Brahmasamudram,,,,,,,,,
2001,MPTC,B P Thirupal Reddi,INC,,Anantapur,Bramhasamudram,Byrasamudram,,,,,,,,,
2001,MPTC,Tunkara Palli Parameswarappa,INC,,Anantapur,D.Hirehal,Muradi,,,,,,,,,
2001,MPTC,Kenjala Hanumakka,TDP,,Anantapur,D.Hirehal,Nagalapuram,,,,,,,,,
2001,MPTC,Karepparu Raju,TDP,,Anantapur,D.Hirehal,Obulapuram,,,,,,,,,
2001,MPTC,Thurpanti Hanumanthappa,TDP,,Anantapur,D.Hirehal,Madanahalli,,,,,,,,,
2001,MPTC,Chinna Siruvallappa,INC,,Anantapur,D.Hirehal,Kadalur,,,,,,,,,
2001,MPTC,Nara Adilakshmi,TDP,,Anantapur,D.Hirehal,M Hanumapuram,,,,,,,,,
2001,MPTC President,Pushpavathi,TDP,,Anantapur,D.Hirehal,D Hirehal,,,,,,,,,
2001,MPTC,Vara Lakshmi,INC,,Anantapur,D.Hirehal,Kadlur,,,,,,,,,
2001,MPTC,Marri Basappa,TDP,,Anantapur,D.Hirehal,Pulakurthi,,,,,,,,,
2001,MPTC,Kondalammela Nagamma,TDP,,Anantapur,Garladinne,Kallur 1,,,,,,,,,
2001,MPTC,S Chithambari,TDP,,Anantapur,Garladinne,Muntimadugu,,,,,,,,,
2001,MPTC,Jaggala Kanthamma,TDP,,Anantapur,Garladinne,Kallur 2,,,,,,,,,
2001,MPTC,Ramanjaneyulu,TDP,,Anantapur,Garladinne,Illur,,,,,,,,,
2001,MPTC,Chekkala Naganna,INC,,Anantapur,Garladinne,Marthadu,,,,,,,,,
2001,MPTC,Thadimari Nagalaxmi,INC,,Anantapur,Garladinne,Kotanka,,,,,,,,,
2001,MPTC,Y Sridevi,TDP,,Anantapur,Garladinne,Budedu,,,,,,,,,
2001,MPTC,Penukonda Narayana,INC,,Anantapur,Garladinne,Penakacherla,,,,,,,,,
2001,MPTC,J Anil Kumar Reddy,INC,,Anantapur,Garladinne,Yerraguntla,,,,,,,,,
2001,MPTC,Molakathala Sudhakar Reddy,INC,,Anantapur,Garladinne,Garladinne,,,,,,,,,
2001,MPTC President,T Pradeep Reddy,TDP,,Anantapur,Garladinne,Kanampalli,,,,,,,,,
2001,MPTC,Raghulapadu Raghunandana Reddy,INC,,Anantapur,Garladinne,Kamalapuram,,,,,,,,,
2001,MPTC,Pannarsu  Kadirappa,TDP,,Anantapur,Gooty,Yerragudi,,,,,,,,,
2001,MPTC,Pogula Anjali,IND,,Anantapur,Gooty,Chetnepalli 4,,,,,,,,,
2001,MPTC,Ramachandra,INC,,Anantapur,Gooty,Bethapalli,,,,,,,,,
2001,MPTC,Suripogula Veeranna,INC,,Anantapur,Gooty,Gooty 3,,,,,,,,,
2001,MPTC,Nadipi Ramakrishnamma,CPM,,Anantapur,Gooty,Bastarapalli,,,,,,,,,
2001,MPTC,Pothula Renuka,TDP,,Anantapur,Gooty,Abbedoddi,,,,,,,,,
2001,MPTC,Majjiga Anjineyulu,IND,,Anantapur,Gooty,Thurakapalli,,,,,,,,,
2001,MPTC,Yampalaku Rajanna,INC,,Anantapur,Gooty,Jakkalacheruvu,,,,,,,,,
2001,MPTC,Suddala Ramachandradu,INC,,Anantapur,Gooty,Thondapadu,,,,,,,,,
2001,MPTC,E Chandragiri Haridasu,IND,,Anantapur,Gooty,Chetnepalli 3,,,,,,,,,
2001,MPTC,Boya Krishnaveni,INC,,Anantapur,Gooty,Gooty 1,,,,,,,,,
2001,MPTC,Lakshimathamma,INC,,Anantapur,Gooty,Gooty 2,,,,,,,,,
2001,MPTC,Mandla Ramanjinamma,IND,,Anantapur,Gooty,Chetnepalli 1,,,,,,,,,
2001,MPTC,E Ramakrishna,TDP,,Anantapur,Gooty,Ubicherla,,,,,,,,,
2001,MPTC,Sreepathinaidu S,TDP,,Anantapur,Gooty,Karidikonda,,,,,,,,,
2001,MPTC,Thapila Venkatesulu Naidu,TDP,,Anantapur,Gooty,Peddoddi,,,,,,,,,
2001,MPTC President,Kona Muralidhar Reddy,INC,,Anantapur,Gooty,Gooty 4,,,,,,,,,
2001,MPTC,Khaja Mainoddin,TDP,,Anantapur,Gooty,Gooty 5,,,,,,,,,
2001,MPTC,Beldar Sreeramulu,INC,,Anantapur,Gooty,Gooty 6,,,,,,,,,
2001,MPTC,Bommireddy Jayakrishna Reddy,TDP,,Anantapur,Gooty,Chetnepalli 2,,,,,,,,,
2001,MPTC,Marekka,INC,,Anantapur,Gummagatta,Tallakera 2,,,,,,,,,
2001,MPTC,Harijana Mareppa,INC,,Anantapur,Gummagatta,Kalugodu 2,,,,,,,,,
2001,MPTC,Obamma,INC,,Anantapur,Gummagatta,Gummagatla,,,,,,,,,
2001,MPTC,B.Yellappa,INC,,Anantapur,Gummagatta,Tallakera  1,,,,,,,,,
2001,MPTC,Govindappa,TDP,,Anantapur,Gummagatta,Bhupasamudram,,,,,,,,,
2001,MPTC,Matham Hanumanthappa,INC,,Anantapur,Gummagatta,Belodu,,,,,,,,,
2001,MPTC,Golla Kechamma,INC,,Anantapur,Gummagatta,Pulakunta,,,,,,,,,
2001,MPTC,Bali Reddi,INC,,Anantapur,Gummagatta,Kalugodu 1,,,,,,,,,
2001,MPTC President,Raghava Reddi,INC,,Anantapur,Gummagatta,Galagala,,,,,,,,,
2001,MPTC,Thppe Rudrappa,INC,,Anantapur,Gummagatta,Gollapalli,,,,,,,,,
2001,MPTC,S Govindamma,INC,,Anantapur,Guntakal,Nelagonda,,,,,,,,,
2001,MPTC,M Nettikallu,TDP,,Anantapur,Guntakal,Kasapuram,,,,,,,,,
2001,MPTC,Sunkamma,TDP,,Anantapur,Guntakal,Konaganapalli,,,,,,,,,
2001,MPTC,B T Mastanappa,TDP,,Anantapur,Guntakal,Y T Cheruvu,,,,,,,,,
2001,MPTC President,J Jithendra Gowd,TDP,,Anantapur,Guntakal,Nakkanadoddi,,,,,,,,,
2001,MPTC,Gorava Pedda Mallesu,INC,,Anantapur,Guntakal,Gurrampadu,,,,,,,,,
2001,MPTC,Thota Lakshmi Devi,TDP,,Anantapur,Guntakal,Gundala,,,,,,,,,
2001,MPTC,B Sarala,TDP,,Anantapur,Guntakal,G Kottala,,,,,,,,,
2001,MPTC,K Naga Raju,TDP,,Anantapur,Guntakal,P K Cheruvu,,,,,,,,,
2001,MPTC,G Adi Narayana,INC,,Anantapur,Guntakal,Nagasamudram,,,,,,,,,
2001,MPTC,G Krishtanna,TDP,,Anantapur,Guntakal,Ayyavaripalli,,,,,,,,,
2001,MPTC,Sugalichatri Naik,INC,,Anantapur,Kalyandurg,Manirevu,,,,,,,,,
2001,MPTC,Haridana Hanumakka,IND,,Anantapur,Kalyandurg,Ontimiddi,,,,,,,,,
2001,MPTC,Harijanaramanna,TDP,,Anantapur,Kalyandurg,Garudapuram,,,,,,,,,
2001,MPTC,H.Ramanjuneyulu,INC,,Anantapur,Kalyandurg,Palavai,,,,,,,,,
2001,MPTC,Laxmidevamma,INC,,Anantapur,Kalyandurg,Kalyandugr 1,,,,,,,,,
2001,MPTC,Vadde Anjanamma,INC,,Anantapur,Kalyandurg,Kalyandurg 3,,,,,,,,,
2001,MPTC,Badenna B,TDP,,Anantapur,Kalyandurg,Golla,,,,,,,,,
2001,MPTC,S.Gopal,INC,,Anantapur,Kalyandurg,Mudigallu,,,,,,,,,
2001,MPTC,Hanumanthappa,INC,,Anantapur,Kalyandurg,Chapiri,,,,,,,,,
2001,MPTC,Venkatamma,INC,,Anantapur,Kalyandurg,Duradakunta,,,,,,,,,
2001,MPTC,S.Sujatha,INC,,Anantapur,Kalyandurg,Thimasamudram,,,,,,,,,
2001,MPTC,Nallabothula Ammanamma,TDP,,Anantapur,Kalyandurg,Dodagatta,,,,,,,,,
2001,MPTC President,T.Vannurswamy,INC,,Anantapur,Kalyandurg,Kalyandurg 2,,,,,,,,,
2001,MPTC,Amanullah,INC,,Anantapur,Kalyandurg,Kalyandurg 4,,,,,,,,,
2001,MPTC,K.Gopinath,INC,,Anantapur,Kalyandurg,Kalyandurg 5,,,,,,,,,
2001,MPTC,Laxmi Narayana B,INC,,Anantapur,Kalyandurg,Kalyandurg 6,,,,,,,,,
2001,MPTC,G.L.Harikrishna,TDP,,Anantapur,Kalyandurg,East Kodipally,,,,,,,,,
2001,MPTC,Bhtari Akkanna,INC,,Anantapur,Kalyandurg,Muddinayanipalli,,,,,,,,,
2001,MPTC,Kolakannur Thippe Swamy,TDP,,Anantapur,Kalyandurg,Hilukallu,,,,,,,,,
2001,MPTC,K Ganagadhara,INC,,Anantapur,Kambadur,Kambadur 3,,,,,,,,,
2001,MPTC,S Lakshmi Kanthamma,TDP,,Anantapur,Kambadur,Ralla Ananthapuram,,,,,,,,,
2001,MPTC President,Naga Lakshmi,IND,,Anantapur,Kambadur,Karthanaparthi,,,,,,,,,
2001,MPTC,A Nagamma,TDP,,Anantapur,Kambadur,Kambadur 1,,,,,,,,,
2001,MPTC,Ramanjinamma,INC,,Anantapur,Kambadur,Pallur,,,,,,,,,
2001,MPTC,B Akkulappa,INC,,Anantapur,Kambadur,Nuthimadugu,,,,,,,,,
2001,MPTC,K Kodeppa,INC,,Anantapur,Kambadur,Thimmapuram,,,,,,,,,
2001,MPTC,Aruna Kumari,TDP,,Anantapur,Kambadur,Chennampalli,,,,,,,,,
2001,MPTC,P Govinda Reddy,INC,,Anantapur,Kambadur,Mulakanur,,,,,,,,,
2001,MPTC,K Narasimhulu,TDP,,Anantapur,Kambadur,Kurakulapalli,,,,,,,,,
2001,MPTC,G Sree Ramulu,TDP,,Anantapur,Kambadur,Kambadur 2,,,,,,,,,
2001,MPTC,Laxmakka,TDP,,Anantapur,Kanekal,Kanekal 4,,,,,,,,,
2001,MPTC,H Anajaneyulu,TDP,,Anantapur,Kanekal,Rachumarri,,,,,,,,,
2001,MPTC,B Laxmi,TDP,,Anantapur,Kanekal,Brahmasamudram,,,,,,,,,
2001,MPTC,K Laxmi Devi,TDP,,Anantapur,Kanekal,Kanekal 3,,,,,,,,,
2001,MPTC,Boya Yerriswamy,TDP,,Anantapur,Kanekal,Bennikal,,,,,,,,,
2001,MPTC,Bheemappa,INC,,Anantapur,Kanekal,Hulikera,,,,,,,,,
2001,MPTC,Valem Hanumathappa,TDP,,Anantapur,Kanekal,Thumbiganur,,,,,,,,,
2001,MPTC President,S K Parvathi,TDP,,Anantapur,Kanekal,Hanakanahal,,,,,,,,,
2001,MPTC,Aleri Vijaya Laxmi,INC,,Anantapur,Kanekal,N Hanumapuram,,,,,,,,,
2001,MPTC,P Shviarami Reddy,INC,,Anantapur,Kanekal,Ganigera,,,,,,,,,
2001,MPTC,P Basavanna Goud,INC,,Anantapur,Kanekal,Malyam,,,,,,,,,
2001,MPTC,P Sanjeevi Reddy,TDP,,Anantapur,Kanekal,Yerragunta,,,,,,,,,
2001,MPTC,Sarvasetti Raghavendra Gupta,TDP,,Anantapur,Kanekal,Kanekal 1,,,,,,,,,
2001,MPTC,Shek Pathimabee,TDP,,Anantapur,Kanekal,Kanekal 2,,,,,,,,,
2001,MPTC,Korise Srinivasulu,IND,,Anantapur,Kudair,Marutla,,,,,,,,,
2001,MPTC,Harijana Obulamma,TDP,,Anantapur,Kudair,Gotukur,,,,,,,,,
2001,MPTC,H Sanganna,INC,,Anantapur,Kudair,Kudair,,,,,,,,,
2001,MPTC,Ramalaxmamma,TDP,,Anantapur,Kudair,Udiripikonda,,,,,,,,,
2001,MPTC,N Bhashu,INC,,Anantapur,Kudair,Ipperu,,,,,,,,,
2001,MPTC,K. Srinivasulu,INC,,Anantapur,Kudair,Korrakodu,,,,,,,,,
2001,MPTC,K Ratnamma,INC,,Anantapur,Kudair,P Narayanapuram,,,,,,,,,
2001,MPTC,Ponnupati Meri Nirmalamma,INC,,Anantapur,Kudair,Thimmapuram,,,,,,,,,
2001,MPTC,G Ramanjanamma,TDP,,Anantapur,Kudair,Cholasamudram,,,,,,,,,
2001,MPTC,Durgamma,INC,,Anantapur,Kundurpi,Kariganipalli,,,,,,,,,
2001,MPTC,K.Ramadasu,TDP,,Anantapur,Kundurpi,Kundurpi 1,,,,,,,,,
2001,MPTC,Saradamma,TDP,,Anantapur,Kundurpi,Enumuladoddi,,,,,,,,,
2001,MPTC,Obulapthi,CPI,,Anantapur,Kundurpi,Jambugumpala,,,,,,,,,
2001,MPTC,Mukku Hanumaiah,TDP,,Anantapur,Kundurpi,Malayanur,,,,,,,,,
2001,MPTC,Siva Ligaiah,CPI,,Anantapur,Kundurpi,Thumkunta,,,,,,,,,
2001,MPTC,P.Premakka,INC,,Anantapur,Kundurpi,Besthavaripalli,,,,,,,,,
2001,MPTC,K.Laxmidevi,INC,,Anantapur,Kundurpi,Basapuram,,,,,,,,,
2001,MPTC,Narayana Reddi,TDP,,Anantapur,Kundurpi,Nijavalli,,,,,,,,,
2001,MPTC,Ganisab,INC,,Anantapur,Kundurpi,Appilepalli,,,,,,,,,
2001,MPTC President,P.Girija,CPI,,Anantapur,Kundurpi,Kundurpi 2,,,,,,,,,
2001,MPTC,Pedda Lakshmi,INC,,Anantapur,Narpala,Narpala 2,,,,,,,,,
2001,MPTC,Barika Peddanna,INC,,Anantapur,Narpala,H Sodanapalli,,,,,,,,,
2001,MPTC,Lakshmi Devi,TDP,,Anantapur,Narpala,Venkatampalli,,,,,,,,,
2001,MPTC,Venkataramudu,TDP,,Anantapur,Narpala,Nadimidoddi,,,,,,,,,
2001,MPTC,Narappa,INC,,Anantapur,Narpala,Chamalur,,,,,,,,,
2001,MPTC,Alam Chennappa Naidu,TDP,,Anantapur,Narpala,Bondalawada,,,,,,,,,
2001,MPTC,Venkatalakshmamma,INC,,Anantapur,Narpala,Duggumarri,,,,,,,,,
2001,MPTC,P Sivalakshmamma,TDP,,Anantapur,Narpala,Narpala 3,,,,,,,,,
2001,MPTC,Gavireddy  Lakshminarayanamma,TDP,,Anantapur,Narpala,Bandalapalli,,,,,,,,,
2001,MPTC,N Sadasivanaidu,TDP,,Anantapur,Narpala,B Papur,,,,,,,,,
2001,MPTC,Anthapu Sreeramireddy,INC,,Anantapur,Narpala,Ganganapalli,,,,,,,,,
2001,MPTC President,Nallapati Umapathi,TDP,,Anantapur,Narpala,Gugudu,,,,,,,,,
2001,MPTC,N Satyanarayana Reddy,INC,,Anantapur,Narpala,Narpala 1,,,,,,,,,
2001,MPTC,Badri Naik,INC,,Anantapur,Pamidi,Palyam,,,,,,,,,
2001,MPTC,Ramajinamma,INC,,Anantapur,Pamidi,Yeddulapalli,,,,,,,,,
2001,MPTC,Harijanamadlapeda Sunkanna,TDP,,Anantapur,Pamidi,Khaderpeta,,,,,,,,,
2001,MPTC,Jangam Laxmi Devi,INC,,Anantapur,Pamidi,Gajarampalli,,,,,,,,,
2001,MPTC,T Parwathi Bai,INC,,Anantapur,Pamidi,Pamidi 12,,,,,,,,,
2001,MPTC,Javalakera Jaganatharao,BJP,,Anantapur,Pamidi,Pamidi 9,,,,,,,,,
2001,MPTC,Thunga Nagappa,INC,,Anantapur,Pamidi,Ramagiri,,,,,,,,,
2001,MPTC,B Guru Das,TDP,,Anantapur,Pamidi,Venkarajukalva,,,,,,,,,
2001,MPTC,Laxmi Devi,TDP,,Anantapur,Pamidi,G Kottala,,,,,,,,,
2001,MPTC,B Sulochanamma,INC,,Anantapur,Pamidi,Pamidi 13,,,,,,,,,
2001,MPTC,Yaparla Ranga Reddy,INC,,Anantapur,Pamidi,Ramarajupalli,,,,,,,,,
2001,MPTC President,N V S Vasundhara Devi,INC,,Anantapur,Pamidi,Pamidi 10,,,,,,,,,
2001,MPTC,B Srinivas Reddy,TDP,,Anantapur,Pamidi,Pamidi 11,,,,,,,,,
2001,MPTC,T Nagarathna,INC,,Anantapur,Peddapappur,Muchukota,,,,,,,,,
2001,MPTC,Chinna Pullaiah,INC,,Anantapur,Peddapappur,Peddayekkalur,,,,,,,,,
2001,MPTC,Kondamla Sarojam,TDP,,Anantapur,Peddapappur,Peddapappur,,,,,,,,,
2001,MPTC,N Narayana Swamy,INC,,Anantapur,Peddapappur,K Narasapuram,,,,,,,,,
2001,MPTC,Punja Subbaiah,TDP,,Anantapur,Peddapappur,Kummetha,,,,,,,,,
2001,MPTC,U Runminamma,INC,,Anantapur,Peddapappur,Ammalladinne,,,,,,,,,
2001,MPTC President,K Sai Mohan,INC,,Anantapur,Peddapappur,Somanapalli,,,,,,,,,
2001,MPTC,G Chinna Obulesu Reddy,TDP,,Anantapur,Peddapappur,Thabjila,,,,,,,,,
2001,MPTC,J C Chintharanjan Reddy,TDP,,Anantapur,Peddapappur,Jutur,,,,,,,,,
2001,MPTC,H Lakshmi Narayanamma,TDP,,Anantapur,Peddavadugur,Penakalapadu,,,,,,,,,
2001,MPTC,R Yellappa,CPI,,Anantapur,Peddavadugur,Peddavadugur,,,,,,,,,
2001,MPTC,Pothula Kamalamma,TDP,,Anantapur,Peddavadugur,Virupapuram,,,,,,,,,
2001,MPTC,B Peddaranganna,INC,,Anantapur,Peddavadugur,Chitrachedu,,,,,,,,,
2001,MPTC,Kuruba Subbanna,INC,,Anantapur,Peddavadugur,Kristipadu,,,,,,,,,
2001,MPTC,Smt P Noorjahan,TDP,,Anantapur,Peddavadugur,Medimakulapalli,,,,,,,,,
2001,MPTC,P Nageswaramma,IND,,Anantapur,Peddavadugur,Gooty-anantapur,,,,,,,,,
2001,MPTC,M Jayalakshmi,TDP,,Anantapur,Peddavadugur,Mallenipalli,,,,,,,,,
2001,MPTC,C Vijayabhaskar Reddy,INC,,Anantapur,Peddavadugur,Appecherla,,,,,,,,,
2001,MPTC President,Smt M K Lakshmi Bai,TDP,,Anantapur,Peddavadugur,Dimmagudi,,,,,,,,,
2001,MPTC,Chittemreddy Rajasekhar Reddy,TDP,,Anantapur,Peddavadugur,Ravuludiki,,,,,,,,,
2001,MPTC,Katla Chinna Lakshmamma,INC,,Anantapur,Putlur,Charlopalli,,,,,,,,,
2001,MPTC,N. Srinivasulu,INC,,Anantapur,Putlur,Guruguchinthalapalli,,,,,,,,,
